table_name,state_code,district_code,area_name,total_rural_urban,educational_level,metric,value,source_file,dataset_code
B0203SC,32,000,State - KERALA,Total,Total,Population_Persons,3039573.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Total,Illiterate,Population_Persons,596836.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Total,Literate,Population_Persons,2442737.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Total,Literate but below matric/secondary,Population_Persons,1448560.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Total,Matric/secondary but below graduate,Population_Persons,691735.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Total,Technical diploma or certificate not equal to degree,Population_Persons,54505.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Total,Graduate and above other than technical degree,Population_Persons,95248.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,24830.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Rural,Total,Population_Persons,1818281.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Rural,Illiterate,Population_Persons,385169.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Rural,Literate,Population_Persons,1433112.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Rural,Literate but below matric/secondary,Population_Persons,886585.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Rural,Matric/secondary but below graduate,Population_Persons,386748.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Rural,Technical diploma or certificate not equal to degree,Population_Persons,29196.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Rural,Graduate and above other than technical degree,Population_Persons,45105.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,10402.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Urban,Total,Population_Persons,1221292.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Urban,Illiterate,Population_Persons,211667.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Urban,Literate,Population_Persons,1009625.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Urban,Literate but below matric/secondary,Population_Persons,561975.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Urban,Matric/secondary but below graduate,Population_Persons,304987.0,DDW-3200B-03SC.xlsx,03SC
B0203SC,32,000,State - KERALA,Urban,Technical diploma or certificate not equal to degree,Population_Persons,25309.0,DDW-3200B-03SC.xlsx,03SC
