table_name,state_code,district_code,area_name,total_rural_urban,educational_level,metric,value,source_file,dataset_code
B0303ST,27,000,State - MAHARASHTRA,Total,Total,Population_Persons,10510213.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Total,Illiterate,Population_Persons,4623052.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Total,Literate,Population_Persons,5887161.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Total,Literate but below matric/secondary,Population_Persons,4147503.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Total,Matric/secondary but below graduate,Population_Persons,1001101.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Total,Technical diploma or certificate not equal to degree,Population_Persons,23625.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Total,Graduate and above other than technical degree,Population_Persons,132964.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,52626.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Rural,Total,Population_Persons,9006077.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Rural,Illiterate,Population_Persons,4179581.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Rural,Literate,Population_Persons,4826496.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Rural,Literate but below matric/secondary,Population_Persons,3557772.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Rural,Matric/secondary but below graduate,Population_Persons,698641.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Rural,Technical diploma or certificate not equal to degree,Population_Persons,12129.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Rural,Graduate and above other than technical degree,Population_Persons,55973.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,27604.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Urban,Total,Population_Persons,1504136.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Urban,Illiterate,Population_Persons,443471.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Urban,Literate,Population_Persons,1060665.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Urban,Literate but below matric/secondary,Population_Persons,589731.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Urban,Matric/secondary but below graduate,Population_Persons,302460.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Urban,Technical diploma or certificate not equal to degree,Population_Persons,11496.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Urban,Graduate and above other than technical degree,Population_Persons,76991.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,000,State - MAHARASHTRA,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,25022.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,497,District - Nandurbar,Total,Total,Population_Persons,1141933.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,497,District - Nandurbar,Total,Illiterate,Population_Persons,613555.0,DDW-2700B-03ST.xlsx,03ST
B0303ST,27,497,District - Nandurbar,Total,Literate,Population_Persons,528378.0,DDW-2700B-03ST.xlsx,03ST
