table_name,state_code,district_code,area_name,total_rural_urban,educational_level,metric,value,source_file,dataset_code
B0303ST,14,000,State - MANIPUR,Total,Total,Population_Persons,1167422.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Total,Illiterate,Population_Persons,432012.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Total,Literate,Population_Persons,735410.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Total,Literate but below matric/secondary,Population_Persons,424758.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Total,Matric/secondary but below graduate,Population_Persons,204947.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Total,Technical diploma or certificate not equal to degree,Population_Persons,1549.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Total,Graduate and above other than technical degree,Population_Persons,57010.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,3176.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Rural,Total,Population_Persons,1055808.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Rural,Illiterate,Population_Persons,406317.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Rural,Literate,Population_Persons,649491.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Rural,Literate but below matric/secondary,Population_Persons,384964.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Rural,Matric/secondary but below graduate,Population_Persons,176940.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Rural,Technical diploma or certificate not equal to degree,Population_Persons,1105.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Rural,Graduate and above other than technical degree,Population_Persons,44270.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,2099.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Urban,Total,Population_Persons,111614.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Urban,Illiterate,Population_Persons,25695.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Urban,Literate,Population_Persons,85919.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Urban,Literate but below matric/secondary,Population_Persons,39794.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Urban,Matric/secondary but below graduate,Population_Persons,28007.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Urban,Technical diploma or certificate not equal to degree,Population_Persons,444.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Urban,Graduate and above other than technical degree,Population_Persons,12740.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,000,State - MANIPUR,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,1077.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Total,Total,Population_Persons,419210.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Total,Illiterate,Population_Persons,190516.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Total,Literate,Population_Persons,228694.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Total,Literate but below matric/secondary,Population_Persons,125950.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Total,Matric/secondary but below graduate,Population_Persons,71353.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Total,Technical diploma or certificate not equal to degree,Population_Persons,312.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Total,Graduate and above other than technical degree,Population_Persons,18502.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,729.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Rural,Total,Population_Persons,413555.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Rural,Illiterate,Population_Persons,188986.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Rural,Literate,Population_Persons,224569.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Rural,Literate but below matric/secondary,Population_Persons,124102.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Rural,Matric/secondary but below graduate,Population_Persons,69915.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Rural,Technical diploma or certificate not equal to degree,Population_Persons,299.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Rural,Graduate and above other than technical degree,Population_Persons,17792.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,706.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Urban,Total,Population_Persons,5655.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Urban,Illiterate,Population_Persons,1530.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Urban,Literate,Population_Persons,4125.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Urban,Literate but below matric/secondary,Population_Persons,1848.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Urban,Matric/secondary but below graduate,Population_Persons,1438.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Urban,Technical diploma or certificate not equal to degree,Population_Persons,13.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Urban,Graduate and above other than technical degree,Population_Persons,710.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,272,District - Senapati,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,23.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,273,District - Tamenglong ,Total,Total,Population_Persons,134626.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,273,District - Tamenglong ,Total,Illiterate,Population_Persons,54103.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,273,District - Tamenglong ,Total,Literate,Population_Persons,80523.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,273,District - Tamenglong ,Total,Literate but below matric/secondary,Population_Persons,50623.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,273,District - Tamenglong ,Total,Matric/secondary but below graduate,Population_Persons,19066.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,273,District - Tamenglong ,Total,Technical diploma or certificate not equal to degree,Population_Persons,82.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,273,District - Tamenglong ,Total,Graduate and above other than technical degree,Population_Persons,4814.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,273,District - Tamenglong ,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,240.0,DDW-1400B-03ST.xlsx,03ST
B0303ST,14,273,District - Tamenglong ,Rural,Total,Population_Persons,116023.0,DDW-1400B-03ST.xlsx,03ST
