table_name,state_code,district_code,area_name,total_rural_urban,educational_level,metric,value,source_file,dataset_code
B0303ST,32,000,State - KERALA,Total,Total,Population_Persons,484839.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Total,Illiterate,Population_Persons,158567.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Total,Literate,Population_Persons,326272.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Total,Literate but below matric/secondary,Population_Persons,229177.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Total,Matric/secondary but below graduate,Population_Persons,64605.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Total,Technical diploma or certificate not equal to degree,Population_Persons,4449.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Total,Graduate and above other than technical degree,Population_Persons,8571.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,2104.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Rural,Total,Population_Persons,433092.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Rural,Illiterate,Population_Persons,148926.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Rural,Literate,Population_Persons,284166.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Rural,Literate but below matric/secondary,Population_Persons,206498.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Rural,Matric/secondary but below graduate,Population_Persons,52562.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Rural,Technical diploma or certificate not equal to degree,Population_Persons,3335.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Rural,Graduate and above other than technical degree,Population_Persons,5644.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,1231.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Urban,Total,Population_Persons,51747.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Urban,Illiterate,Population_Persons,9641.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Urban,Literate,Population_Persons,42106.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Urban,Literate but below matric/secondary,Population_Persons,22679.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Urban,Matric/secondary but below graduate,Population_Persons,12043.0,DDW-3200B-03ST.xlsx,03ST
B0303ST,32,000,State - KERALA,Urban,Technical diploma or certificate not equal to degree,Population_Persons,1114.0,DDW-3200B-03ST.xlsx,03ST
