table_name,state_code,district_code,area_name,total_rural_urban,educational_level,metric,value,source_file,dataset_code
B0303ST,18,000,State - ASSAM,Total,Total,Population_Persons,3884371.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Total,Illiterate,Population_Persons,1480399.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Total,Literate,Population_Persons,2403972.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Total,Literate but below matric/secondary,Population_Persons,1664511.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Total,Matric/secondary but below graduate,Population_Persons,537082.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Total,Technical diploma or certificate not equal to degree,Population_Persons,2907.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Total,Graduate and above other than technical degree,Population_Persons,69544.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,5202.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Rural,Total,Population_Persons,3665405.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Rural,Illiterate,Population_Persons,1437048.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Rural,Literate,Population_Persons,2228357.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Rural,Literate but below matric/secondary,Population_Persons,1576395.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Rural,Matric/secondary but below graduate,Population_Persons,478124.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Rural,Technical diploma or certificate not equal to degree,Population_Persons,1663.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Rural,Graduate and above other than technical degree,Population_Persons,51130.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,2721.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Urban,Total,Population_Persons,218966.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Urban,Illiterate,Population_Persons,43351.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Urban,Literate,Population_Persons,175615.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Urban,Literate but below matric/secondary,Population_Persons,88116.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Urban,Matric/secondary but below graduate,Population_Persons,58958.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Urban,Technical diploma or certificate not equal to degree,Population_Persons,1244.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Urban,Graduate and above other than technical degree,Population_Persons,18414.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,000,State - ASSAM,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,2481.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,300,District - Kokrajhar,Total,Total,Population_Persons,278665.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,300,District - Kokrajhar,Total,Illiterate,Population_Persons,107383.0,DDW-1800B-03ST.xlsx,03ST
B0303ST,18,300,District - Kokrajhar,Total,Literate,Population_Persons,171282.0,DDW-1800B-03ST.xlsx,03ST
