table_name,state_code,district_code,area_name,total_rural_urban,age_group,metric,value,source_file,dataset_code
B0301ST,10,000,State - BIHAR (10),Total,Total,Population_Persons,1336573,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Total,5-14,Population_Persons,382003,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Total,15-34,Population_Persons,409054,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Total,35-59,Population_Persons,290643,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Total,60+,Population_Persons,86360,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Total,Age not stated,Population_Persons,3989,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Total,15-59,Population_Persons,699697,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Rural,Total,Population_Persons,1270851,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Rural,5-14,Population_Persons,364776,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Rural,15-34,Population_Persons,386643,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Rural,35-59,Population_Persons,275355,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Rural,60+,Population_Persons,82889,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Rural,Age not stated,Population_Persons,3436,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Rural,15-59,Population_Persons,661998,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Urban,Total,Population_Persons,65722,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Urban,5-14,Population_Persons,17227,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Urban,15-34,Population_Persons,22411,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Urban,35-59,Population_Persons,15288,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Urban,60+,Population_Persons,3471,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Urban,Age not stated,Population_Persons,553,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,000,State - BIHAR (10),Urban,15-59,Population_Persons,37699,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Total,Total,Population_Persons,250046,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Total,5-14,Population_Persons,71333,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Total,15-34,Population_Persons,76854,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Total,35-59,Population_Persons,57302,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Total,60+,Population_Persons,15749,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Total,Age not stated,Population_Persons,194,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Total,15-59,Population_Persons,134156,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Rural,Total,Population_Persons,245578,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Rural,5-14,Population_Persons,70027,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Rural,15-34,Population_Persons,75417,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Rural,35-59,Population_Persons,56301,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Rural,60+,Population_Persons,15516,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Rural,Age not stated,Population_Persons,194,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Rural,15-59,Population_Persons,131718,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Urban,Total,Population_Persons,4468,DDW-1000B-01ST-Census.xls,01ST
B0301ST,10,203,District - Pashchim Champaran (01),Urban,5-14,Population_Persons,1306,DDW-1000B-01ST-Census.xls,01ST
