table_name,state_code,district_code,area_name,total_rural_urban,educational_level,metric,value,source_file,dataset_code
B0203SC,22,000,State - CHHATTISGARH,Total,Total,Population_Persons,3274269.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Total,Illiterate,Population_Persons,1315823.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Total,Literate,Population_Persons,1958446.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Total,Literate but below matric/secondary,Population_Persons,1481270.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Total,Matric/secondary but below graduate,Population_Persons,336647.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Total,Technical diploma or certificate not equal to degree,Population_Persons,5614.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Total,Graduate and above other than technical degree,Population_Persons,80029.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,8322.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Rural,Total,Population_Persons,2511949.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Rural,Illiterate,Population_Persons,1054428.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Rural,Literate,Population_Persons,1457521.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Rural,Literate but below matric/secondary,Population_Persons,1146259.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Rural,Matric/secondary but below graduate,Population_Persons,228717.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Rural,Technical diploma or certificate not equal to degree,Population_Persons,2065.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Rural,Graduate and above other than technical degree,Population_Persons,43172.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,2740.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Urban,Total,Population_Persons,762320.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Urban,Illiterate,Population_Persons,261395.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Urban,Literate,Population_Persons,500925.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Urban,Literate but below matric/secondary,Population_Persons,335011.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Urban,Matric/secondary but below graduate,Population_Persons,107930.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Urban,Technical diploma or certificate not equal to degree,Population_Persons,3549.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Urban,Graduate and above other than technical degree,Population_Persons,36857.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,000,State - CHHATTISGARH,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,5582.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,400,District - Koriya,Total,Total,Population_Persons,54776.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,400,District - Koriya,Total,Illiterate,Population_Persons,22065.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,400,District - Koriya,Total,Literate,Population_Persons,32711.0,DDW-2200B-03SC.xlsx,03SC
B0203SC,22,400,District - Koriya,Total,Literate but below matric/secondary,Population_Persons,24711.0,DDW-2200B-03SC.xlsx,03SC
