table_name,state_code,district_code,area_name,total_rural_urban,age_group,metric,value,source_file,dataset_code
B0201SC,01,000,State - JAMMU & KASHMIR (01),Total,Total,Population_Persons,924991,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Total,5-14,Population_Persons,196433,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Total,15-34,Population_Persons,343261,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Total,35-59,Population_Persons,226315,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Total,60+,Population_Persons,70694,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Total,Age not stated,Population_Persons,642,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Total,15-59,Population_Persons,569576,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Rural,Total,Population_Persons,751026,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Rural,5-14,Population_Persons,164510,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Rural,15-34,Population_Persons,274888,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Rural,35-59,Population_Persons,178003,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Rural,60+,Population_Persons,58565,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Rural,Age not stated,Population_Persons,546,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Rural,15-59,Population_Persons,452891,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Urban,Total,Population_Persons,173965,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Urban,5-14,Population_Persons,31923,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Urban,15-34,Population_Persons,68373,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Urban,35-59,Population_Persons,48312,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Urban,60+,Population_Persons,12129,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Urban,Age not stated,Population_Persons,96,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,000,State - JAMMU & KASHMIR (01),Urban,15-59,Population_Persons,116685,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Total,Total,Population_Persons,1048,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Total,5-14,Population_Persons,5,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Total,15-34,Population_Persons,769,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Total,35-59,Population_Persons,272,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Total,60+,Population_Persons,2,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Total,Age not stated,Population_Persons,0,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Total,15-59,Population_Persons,1041,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Rural,Total,Population_Persons,872,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Rural,5-14,Population_Persons,5,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Rural,15-34,Population_Persons,684,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Rural,35-59,Population_Persons,182,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Rural,60+,Population_Persons,1,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Rural,Age not stated,Population_Persons,0,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Rural,15-59,Population_Persons,866,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Urban,Total,Population_Persons,176,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Urban,5-14,Population_Persons,0,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Urban,15-34,Population_Persons,85,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Urban,35-59,Population_Persons,90,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Urban,60+,Population_Persons,1,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Urban,Age not stated,Population_Persons,0,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,001,District - Kupwara (01),Urban,15-59,Population_Persons,175,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Total,Total,Population_Persons,368,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Total,5-14,Population_Persons,5,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Total,15-34,Population_Persons,243,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Total,35-59,Population_Persons,116,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Total,60+,Population_Persons,3,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Total,Age not stated,Population_Persons,0,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Total,15-59,Population_Persons,359,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Rural,Total,Population_Persons,86,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Rural,5-14,Population_Persons,1,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Rural,15-34,Population_Persons,44,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Rural,35-59,Population_Persons,39,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Rural,60+,Population_Persons,2,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Rural,Age not stated,Population_Persons,0,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Rural,15-59,Population_Persons,83,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Urban,Total,Population_Persons,282,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Urban,5-14,Population_Persons,4,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Urban,15-34,Population_Persons,199,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Urban,35-59,Population_Persons,77,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Urban,60+,Population_Persons,1,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Urban,Age not stated,Population_Persons,0,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,002,District - Badgam (02),Urban,15-59,Population_Persons,276,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Total,Total,Population_Persons,488,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Total,5-14,Population_Persons,21,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Total,15-34,Population_Persons,269,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Total,35-59,Population_Persons,184,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Total,60+,Population_Persons,6,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Total,Age not stated,Population_Persons,1,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Total,15-59,Population_Persons,453,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Rural,Total,Population_Persons,108,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Rural,5-14,Population_Persons,10,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Rural,15-34,Population_Persons,49,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Rural,35-59,Population_Persons,40,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Rural,60+,Population_Persons,6,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Rural,Age not stated,Population_Persons,0,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Rural,15-59,Population_Persons,89,DDW-0100B-01SC-Census.xls,01SC
B0201SC,01,003,District - Leh(Ladakh) (03),Urban,Total,Population_Persons,380,DDW-0100B-01SC-Census.xls,01SC
