table_name,state_code,district_code,area_name,total_rural_urban,age_group,metric,value,source_file,dataset_code
B0301ST,20,000,State - JHARKHAND (20),Total,Total,Population_Persons,8645042,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Total,5-14,Population_Persons,2227095,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Total,15-34,Population_Persons,2802224,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Total,35-59,Population_Persons,2018876,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Total,60+,Population_Persons,584273,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Total,Age not stated,Population_Persons,22711,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Total,15-59,Population_Persons,4821100,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Rural,Total,Population_Persons,7868150,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Rural,5-14,Population_Persons,2056042,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Rural,15-34,Population_Persons,2502120,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Rural,35-59,Population_Persons,1826698,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Rural,60+,Population_Persons,542076,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Rural,Age not stated,Population_Persons,17736,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Rural,15-59,Population_Persons,4328818,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Urban,Total,Population_Persons,776892,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Urban,5-14,Population_Persons,171053,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Urban,15-34,Population_Persons,300104,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Urban,35-59,Population_Persons,192178,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Urban,60+,Population_Persons,42197,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Urban,Age not stated,Population_Persons,4975,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,000,State - JHARKHAND (20),Urban,15-59,Population_Persons,492282,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Total,Total,Population_Persons,205874,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Total,5-14,Population_Persons,64009,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Total,15-34,Population_Persons,59793,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Total,35-59,Population_Persons,39815,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Total,60+,Population_Persons,14896,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Total,Age not stated,Population_Persons,48,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Total,15-59,Population_Persons,99608,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Rural,Total,Population_Persons,203918,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Rural,5-14,Population_Persons,63554,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Rural,15-34,Population_Persons,59090,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Rural,35-59,Population_Persons,39360,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Rural,60+,Population_Persons,14756,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Rural,Age not stated,Population_Persons,47,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Rural,15-59,Population_Persons,98450,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Urban,Total,Population_Persons,1956,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Urban,5-14,Population_Persons,455,DDW-2000B-01ST-Census.xls,01ST
B0301ST,20,346,District - Garhwa  (01),Urban,15-34,Population_Persons,703,DDW-2000B-01ST-Census.xls,01ST
