table_name,state_code,district_code,area_name,total_rural_urban,age_group,metric,value,source_file,dataset_code
B0301ST,28,000,State - ANDHRA PRADESH (28),Total,Total,Population_Persons,5918073,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Total,5-14,Population_Persons,1351819,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Total,15-34,Population_Persons,2137120,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Total,35-59,Population_Persons,1403762,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Total,60+,Population_Persons,450744,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Total,Age not stated,Population_Persons,51229,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Total,15-59,Population_Persons,3540882,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Rural,Total,Population_Persons,5232129,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Rural,5-14,Population_Persons,1190388,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Rural,15-34,Population_Persons,1866484,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Rural,35-59,Population_Persons,1248330,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Rural,60+,Population_Persons,417745,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Rural,Age not stated,Population_Persons,43296,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Rural,15-59,Population_Persons,3114814,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Urban,Total,Population_Persons,685944,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Urban,5-14,Population_Persons,161431,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Urban,15-34,Population_Persons,270636,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Urban,35-59,Population_Persons,155432,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Urban,60+,Population_Persons,32999,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Urban,Age not stated,Population_Persons,7933,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,000,State - ANDHRA PRADESH (28),Urban,15-59,Population_Persons,426068,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,532,District - Adilabad (01),Total,Total,Population_Persons,495794,DDW-2800B-01ST-Census.xls,01ST
B0301ST,28,532,District - Adilabad (01),Total,5-14,Population_Persons,121669,DDW-2800B-01ST-Census.xls,01ST
