table_name,state_code,district_code,area_name,total_rural_urban,age_group,metric,value,source_file,dataset_code
B0201SC,25,000,State - DAMAN & DIU (25),Total,Total,Population_Persons,6124,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Total,5-14,Population_Persons,1062,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Total,15-34,Population_Persons,2450,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Total,35-59,Population_Persons,1708,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Total,60+,Population_Persons,484,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Total,Age not stated,Population_Persons,3,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Total,15-59,Population_Persons,4158,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Rural,Total,Population_Persons,2167,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Rural,5-14,Population_Persons,363,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Rural,15-34,Population_Persons,812,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Rural,35-59,Population_Persons,638,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Rural,60+,Population_Persons,228,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Rural,Age not stated,Population_Persons,1,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Rural,15-59,Population_Persons,1450,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Urban,Total,Population_Persons,3957,DDW-2500B-01SC-Census.xls,01SC
B0201SC,25,000,State - DAMAN & DIU (25),Urban,5-14,Population_Persons,699,DDW-2500B-01SC-Census.xls,01SC
