table_name,state_code,district_code,area_name,total_rural_urban,age_group,metric,value,source_file,dataset_code
B0301ST,05,000,State - UTTARAKHAND (05),Total,Total,Population_Persons,291903,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Total,5-14,Population_Persons,63140,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Total,15-34,Population_Persons,110197,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Total,35-59,Population_Persons,68461,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Total,60+,Population_Persons,26300,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Total,Age not stated,Population_Persons,384,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Total,15-59,Population_Persons,178658,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Rural,Total,Population_Persons,264819,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Rural,5-14,Population_Persons,57705,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Rural,15-34,Population_Persons,99655,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Rural,35-59,Population_Persons,61248,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Rural,60+,Population_Persons,24427,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Rural,Age not stated,Population_Persons,348,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Rural,15-59,Population_Persons,160903,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Urban,Total,Population_Persons,27084,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Urban,5-14,Population_Persons,5435,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Urban,15-34,Population_Persons,10542,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Urban,35-59,Population_Persons,7213,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Urban,60+,Population_Persons,1873,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Urban,Age not stated,Population_Persons,36,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,000,State - UTTARAKHAND (05),Urban,15-59,Population_Persons,17755,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Total,Total,Population_Persons,3512,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Total,5-14,Population_Persons,621,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Total,15-34,Population_Persons,1309,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Total,35-59,Population_Persons,1004,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Total,60+,Population_Persons,375,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Total,Age not stated,Population_Persons,3,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Total,15-59,Population_Persons,2313,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Rural,Total,Population_Persons,3374,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Rural,5-14,Population_Persons,587,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Rural,15-34,Population_Persons,1259,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Rural,35-59,Population_Persons,965,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Rural,60+,Population_Persons,369,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Rural,Age not stated,Population_Persons,3,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Rural,15-59,Population_Persons,2224,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Urban,Total,Population_Persons,138,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Urban,5-14,Population_Persons,34,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Urban,15-34,Population_Persons,50,DDW-0500B-01ST-Census.xls,01ST
B0301ST,05,056,District - Uttarkashi (01),Urban,35-59,Population_Persons,39,DDW-0500B-01ST-Census.xls,01ST
