table_name,state_code,district_code,area_name,total_rural_urban,educational_level,metric,value,source_file,dataset_code
B0303ST,33,000,State - TAMIL NADU,Total,Total,Population_Persons,794697.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Total,Illiterate,Population_Persons,419354.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Total,Literate,Population_Persons,375343.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Total,Literate but below matric/secondary,Population_Persons,262509.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Total,Matric/secondary but below graduate,Population_Persons,71076.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Total,Technical diploma or certificate not equal to degree,Population_Persons,6199.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Total,Graduate and above other than technical degree,Population_Persons,9773.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,4197.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Rural,Total,Population_Persons,660280.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Rural,Illiterate,Population_Persons,366072.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Rural,Literate,Population_Persons,294208.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Rural,Literate but below matric/secondary,Population_Persons,214130.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Rural,Matric/secondary but below graduate,Population_Persons,51857.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Rural,Technical diploma or certificate not equal to degree,Population_Persons,4086.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Rural,Graduate and above other than technical degree,Population_Persons,4708.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,1806.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Urban,Total,Population_Persons,134417.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Urban,Illiterate,Population_Persons,53282.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Urban,Literate,Population_Persons,81135.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Urban,Literate but below matric/secondary,Population_Persons,48379.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Urban,Matric/secondary but below graduate,Population_Persons,19219.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Urban,Technical diploma or certificate not equal to degree,Population_Persons,2113.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Urban,Graduate and above other than technical degree,Population_Persons,5065.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,000,State - TAMIL NADU,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,2391.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Total,Total,Population_Persons,47243.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Total,Illiterate,Population_Persons,25423.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Total,Literate,Population_Persons,21820.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Total,Literate but below matric/secondary,Population_Persons,14370.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Total,Matric/secondary but below graduate,Population_Persons,4380.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Total,Technical diploma or certificate not equal to degree,Population_Persons,377.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Total,Graduate and above other than technical degree,Population_Persons,802.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,335.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Rural,Total,Population_Persons,35044.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Rural,Illiterate,Population_Persons,20466.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Rural,Literate,Population_Persons,14578.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Rural,Literate but below matric/secondary,Population_Persons,10416.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Rural,Matric/secondary but below graduate,Population_Persons,2445.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Rural,Technical diploma or certificate not equal to degree,Population_Persons,167.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Rural,Graduate and above other than technical degree,Population_Persons,264.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,76.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Urban,Total,Population_Persons,12199.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Urban,Illiterate,Population_Persons,4957.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Urban,Literate,Population_Persons,7242.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Urban,Literate but below matric/secondary,Population_Persons,3954.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Urban,Matric/secondary but below graduate,Population_Persons,1935.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Urban,Technical diploma or certificate not equal to degree,Population_Persons,210.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Urban,Graduate and above other than technical degree,Population_Persons,538.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,602,District - Thiruvallur,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,259.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Total,Total,Population_Persons,10061.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Total,Illiterate,Population_Persons,2458.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Total,Literate,Population_Persons,7603.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Total,Literate but below matric/secondary,Population_Persons,3159.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Total,Matric/secondary but below graduate,Population_Persons,2294.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Total,Technical diploma or certificate not equal to degree,Population_Persons,195.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Total,Graduate and above other than technical degree,Population_Persons,1010.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,415.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Rural,Total,Population_Persons,0.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Rural,Illiterate,Population_Persons,0.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Rural,Literate,Population_Persons,0.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Rural,Literate but below matric/secondary,Population_Persons,0.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Rural,Matric/secondary but below graduate,Population_Persons,0.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Rural,Technical diploma or certificate not equal to degree,Population_Persons,0.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Rural,Graduate and above other than technical degree,Population_Persons,0.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,0.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Urban,Total,Population_Persons,10061.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Urban,Illiterate,Population_Persons,2458.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Urban,Literate,Population_Persons,7603.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Urban,Literate but below matric/secondary,Population_Persons,3159.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Urban,Matric/secondary but below graduate,Population_Persons,2294.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Urban,Technical diploma or certificate not equal to degree,Population_Persons,195.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Urban,Graduate and above other than technical degree,Population_Persons,1010.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,603,District - Chennai,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,415.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Total,Total,Population_Persons,41210.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Total,Illiterate,Population_Persons,21970.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Total,Literate,Population_Persons,19240.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Total,Literate but below matric/secondary,Population_Persons,13545.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Total,Matric/secondary but below graduate,Population_Persons,3276.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Total,Technical diploma or certificate not equal to degree,Population_Persons,208.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Total,Graduate and above other than technical degree,Population_Persons,573.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,243.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Rural,Total,Population_Persons,27057.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Rural,Illiterate,Population_Persons,16034.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Rural,Literate,Population_Persons,11023.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Rural,Literate but below matric/secondary,Population_Persons,8493.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Rural,Matric/secondary but below graduate,Population_Persons,1409.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Rural,Technical diploma or certificate not equal to degree,Population_Persons,70.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Rural,Graduate and above other than technical degree,Population_Persons,135.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,33.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Urban,Total,Population_Persons,14153.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Urban,Illiterate,Population_Persons,5936.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Urban,Literate,Population_Persons,8217.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Urban,Literate but below matric/secondary,Population_Persons,5052.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Urban,Matric/secondary but below graduate,Population_Persons,1867.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Urban,Technical diploma or certificate not equal to degree,Population_Persons,138.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Urban,Graduate and above other than technical degree,Population_Persons,438.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,604,District - Kancheepuram,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,210.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,605,District - Vellore,Total,Total,Population_Persons,72955.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,605,District - Vellore,Total,Illiterate,Population_Persons,41220.0,DDW-3300B-03ST.xlsx,03ST
B0303ST,33,605,District - Vellore,Total,Literate,Population_Persons,31735.0,DDW-3300B-03ST.xlsx,03ST
