table_name,state_code,district_code,area_name,total_rural_urban,age_group,metric,value,source_file,dataset_code
B0301ST,30,000,State - GOA (30),Total,Total,Population_Persons,149275,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Total,5-14,Population_Persons,23529,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Total,15-34,Population_Persons,52438,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Total,35-59,Population_Persons,48264,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Total,60+,Population_Persons,14473,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Total,Age not stated,Population_Persons,173,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Total,15-59,Population_Persons,100702,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Rural,Total,Population_Persons,87639,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Rural,5-14,Population_Persons,13741,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Rural,15-34,Population_Persons,31116,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Rural,35-59,Population_Persons,27965,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Rural,60+,Population_Persons,8472,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Rural,Age not stated,Population_Persons,90,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Rural,15-59,Population_Persons,59081,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Urban,Total,Population_Persons,61636,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Urban,5-14,Population_Persons,9788,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Urban,15-34,Population_Persons,21322,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Urban,35-59,Population_Persons,20299,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Urban,60+,Population_Persons,6001,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Urban,Age not stated,Population_Persons,83,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,000,State - GOA (30),Urban,15-59,Population_Persons,41621,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Total,Total,Population_Persons,56606,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Total,5-14,Population_Persons,8342,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Total,15-34,Population_Persons,19829,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Total,35-59,Population_Persons,19282,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Total,60+,Population_Persons,5347,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Total,Age not stated,Population_Persons,102,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Total,15-59,Population_Persons,39111,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Rural,Total,Population_Persons,27694,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Rural,5-14,Population_Persons,4139,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Rural,15-34,Population_Persons,9586,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Rural,35-59,Population_Persons,9481,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Rural,60+,Population_Persons,2673,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Rural,Age not stated,Population_Persons,37,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Rural,15-59,Population_Persons,19067,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Urban,Total,Population_Persons,28912,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Urban,5-14,Population_Persons,4203,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Urban,15-34,Population_Persons,10243,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Urban,35-59,Population_Persons,9801,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Urban,60+,Population_Persons,2674,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Urban,Age not stated,Population_Persons,65,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,585,District - North Goa (01),Urban,15-59,Population_Persons,20044,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Total,Total,Population_Persons,92669,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Total,5-14,Population_Persons,15187,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Total,15-34,Population_Persons,32609,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Total,35-59,Population_Persons,28982,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Total,60+,Population_Persons,9126,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Total,Age not stated,Population_Persons,71,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Total,15-59,Population_Persons,61591,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Rural,Total,Population_Persons,59945,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Rural,5-14,Population_Persons,9602,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Rural,15-34,Population_Persons,21530,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Rural,35-59,Population_Persons,18484,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Rural,60+,Population_Persons,5799,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Rural,Age not stated,Population_Persons,53,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Rural,15-59,Population_Persons,40014,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Urban,Total,Population_Persons,32724,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Urban,5-14,Population_Persons,5585,DDW-3000B-01ST-Census.xls,01ST
B0301ST,30,586,District - South Goa (02),Urban,15-34,Population_Persons,11079,DDW-3000B-01ST-Census.xls,01ST
