table_name,state_code,district_code,area_name,total_rural_urban,age_group,metric,value,source_file,dataset_code
B0301ST,24,000,State - GUJARAT (24),Total,Total,Population_Persons,8917174,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Total,5-14,Population_Persons,2053434,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Total,15-34,Population_Persons,2967210,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Total,35-59,Population_Persons,2248785,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Total,60+,Population_Persons,594095,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Total,Age not stated,Population_Persons,45386,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Total,15-59,Population_Persons,5215995,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Rural,Total,Population_Persons,8021848,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Rural,5-14,Population_Persons,1871937,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Rural,15-34,Population_Persons,2623046,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Rural,35-59,Population_Persons,2009587,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Rural,60+,Population_Persons,548091,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Rural,Age not stated,Population_Persons,39603,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Rural,15-59,Population_Persons,4632633,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Urban,Total,Population_Persons,895326,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Urban,5-14,Population_Persons,181497,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Urban,15-34,Population_Persons,344164,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Urban,35-59,Population_Persons,239198,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Urban,60+,Population_Persons,46004,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Urban,Age not stated,Population_Persons,5783,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,000,State - GUJARAT (24),Urban,15-59,Population_Persons,583362,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,468,District - Kachchh (01),Total,Total,Population_Persons,24228,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,468,District - Kachchh (01),Total,5-14,Population_Persons,5991,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,468,District - Kachchh (01),Total,15-34,Population_Persons,9241,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,468,District - Kachchh (01),Total,35-59,Population_Persons,4908,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,468,District - Kachchh (01),Total,60+,Population_Persons,684,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,468,District - Kachchh (01),Total,Age not stated,Population_Persons,94,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,468,District - Kachchh (01),Total,15-59,Population_Persons,14149,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,468,District - Kachchh (01),Rural,Total,Population_Persons,14287,DDW-2400B-01ST-Census.xls,01ST
B0301ST,24,468,District - Kachchh (01),Rural,5-14,Population_Persons,3592,DDW-2400B-01ST-Census.xls,01ST
