table_name,state_code,district_code,area_name,total_rural_urban,educational_level,metric,value,source_file,dataset_code
B0203SC,01,000,State - JAMMU & KASHMIR,Total,Total,Population_Persons,924991.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Total,Illiterate,Population_Persons,364887.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Total,Literate,Population_Persons,560104.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Total,Literate but below matric/secondary,Population_Persons,380577.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Total,Matric/secondary but below graduate,Population_Persons,144229.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Total,Technical diploma or certificate not equal to degree,Population_Persons,1466.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Total,Graduate and above other than technical degree,Population_Persons,14657.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,4743.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Rural,Total,Population_Persons,751026.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Rural,Illiterate,Population_Persons,311854.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Rural,Literate,Population_Persons,439172.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Rural,Literate but below matric/secondary,Population_Persons,309994.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Rural,Matric/secondary but below graduate,Population_Persons,106565.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Rural,Technical diploma or certificate not equal to degree,Population_Persons,796.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Rural,Graduate and above other than technical degree,Population_Persons,8454.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,2450.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Urban,Total,Population_Persons,173965.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Urban,Illiterate,Population_Persons,53033.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Urban,Literate,Population_Persons,120932.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Urban,Literate but below matric/secondary,Population_Persons,70583.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Urban,Matric/secondary but below graduate,Population_Persons,37664.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Urban,Technical diploma or certificate not equal to degree,Population_Persons,670.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Urban,Graduate and above other than technical degree,Population_Persons,6203.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,000,State - JAMMU & KASHMIR,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,2293.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Total,Total,Population_Persons,1048.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Total,Illiterate,Population_Persons,6.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Total,Literate,Population_Persons,1042.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Total,Literate but below matric/secondary,Population_Persons,89.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Total,Matric/secondary but below graduate,Population_Persons,895.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Total,Technical diploma or certificate not equal to degree,Population_Persons,2.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Total,Graduate and above other than technical degree,Population_Persons,15.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,1.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Rural,Total,Population_Persons,872.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Rural,Illiterate,Population_Persons,4.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Rural,Literate,Population_Persons,868.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Rural,Literate but below matric/secondary,Population_Persons,61.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Rural,Matric/secondary but below graduate,Population_Persons,760.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Rural,Technical diploma or certificate not equal to degree,Population_Persons,2.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Rural,Graduate and above other than technical degree,Population_Persons,10.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,1.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Urban,Total,Population_Persons,176.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Urban,Illiterate,Population_Persons,2.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Urban,Literate,Population_Persons,174.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Urban,Literate but below matric/secondary,Population_Persons,28.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Urban,Matric/secondary but below graduate,Population_Persons,135.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Urban,Technical diploma or certificate not equal to degree,Population_Persons,0.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Urban,Graduate and above other than technical degree,Population_Persons,5.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,001,District - Kupwara,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,0.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Total,Total,Population_Persons,368.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Total,Illiterate,Population_Persons,13.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Total,Literate,Population_Persons,355.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Total,Literate but below matric/secondary,Population_Persons,63.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Total,Matric/secondary but below graduate,Population_Persons,255.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Total,Technical diploma or certificate not equal to degree,Population_Persons,0.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Total,Graduate and above other than technical degree,Population_Persons,20.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Total,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,4.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Rural,Total,Population_Persons,86.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Rural,Illiterate,Population_Persons,1.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Rural,Literate,Population_Persons,85.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Rural,Literate but below matric/secondary,Population_Persons,16.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Rural,Matric/secondary but below graduate,Population_Persons,53.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Rural,Technical diploma or certificate not equal to degree,Population_Persons,0.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Rural,Graduate and above other than technical degree,Population_Persons,12.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Rural,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,4.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Urban,Total,Population_Persons,282.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Urban,Illiterate,Population_Persons,12.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Urban,Literate,Population_Persons,270.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Urban,Literate but below matric/secondary,Population_Persons,47.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Urban,Matric/secondary but below graduate,Population_Persons,202.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Urban,Technical diploma or certificate not equal to degree,Population_Persons,0.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Urban,Graduate and above other than technical degree,Population_Persons,8.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,002,District - Badgam,Urban,Technical degree or diploma equal to degree or post-graduate degree,Population_Persons,0.0,DDW-0100B-03SC.xlsx,03SC
B0203SC,01,003,District - Leh(Ladakh),Total,Total,Population_Persons,488.0,DDW-0100B-03SC.xlsx,03SC
