table_name,state_code,district_code,area_name,total_rural_urban,age_group,metric,value,source_file,dataset_code
B0201SC,04,000,State - CHANDIGARH (04),Total,Total,Population_Persons,199086,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Total,5-14,Population_Persons,41447,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Total,15-34,Population_Persons,80993,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Total,35-59,Population_Persons,50094,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Total,60+,Population_Persons,8294,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Total,Age not stated,Population_Persons,56,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Total,15-59,Population_Persons,131087,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Rural,Total,Population_Persons,4974,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Rural,5-14,Population_Persons,1185,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Rural,15-34,Population_Persons,2120,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Rural,35-59,Population_Persons,966,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Rural,60+,Population_Persons,132,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Rural,Age not stated,Population_Persons,1,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Rural,15-59,Population_Persons,3086,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Urban,Total,Population_Persons,194112,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Urban,5-14,Population_Persons,40262,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Urban,15-34,Population_Persons,78873,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Urban,35-59,Population_Persons,49128,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Urban,60+,Population_Persons,8162,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Urban,Age not stated,Population_Persons,55,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,000,State - CHANDIGARH (04),Urban,15-59,Population_Persons,128001,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,055,District - Chandigarh (01),Total,Total,Population_Persons,199086,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,055,District - Chandigarh (01),Total,5-14,Population_Persons,41447,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,055,District - Chandigarh (01),Total,15-34,Population_Persons,80993,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,055,District - Chandigarh (01),Total,35-59,Population_Persons,50094,DDW-0400B-01SC-Census.xls,01SC
B0201SC,04,055,District - Chandigarh (01),Total,60+,Population_Persons,8294,DDW-0400B-01SC-Census.xls,01SC
